品號,品名,中類名稱,貨品規格,庫位
102AY009,零卡果凍-白葡萄180gX6粒X4組,大果凍,大果凍A2F包裝,B74
102AY009A,零卡果凍-白葡萄口味(2025年版)180gX6粒X4組,大果凍,大果凍A2F包裝,B75
102AY014,葡萄多果實180gX6粒X4組,大果凍,大果凍A2F包裝,B76
102AY014A,葡萄多果實(網路貼標版)180gX6粒X4組,大果凍,大果凍A2F包裝,B77
102BA010,橘瓣鮮果凍(2014版)180gX6粒X4組,大果凍,大果凍A2F包裝,B78
102BA012,蜜柑多果實(無價格標)180gX6粒X4組,大果凍,大果凍A2F包裝,B79
102BA012A,蜜柑多果實(網路貼標版)180gX6粒X4組,大果凍,大果凍A2F包裝,B80
102CE008,白桃多果實180gX6粒X4組,大果凍,大果凍A2F包裝,B81
102CE008B,白桃多果實(網路貼標版)180gX6粒X4組,大果凍,大果凍A2F包裝,B82
114AA006,優酪果園-草莓 180g X 6粒 X 4組入,優酪,大果凍A2F包裝,B83
302AT004A,(爭鮮)布丁-芒果(新配方)110gX12粒X4組,大果凍,大果凍A2F包裝,B84
302AT007,(爭鮮)布丁-芒果110gX3粒X16條,大果凍,大果凍A2F包裝,B85
302AX002,(味全)愛玉凍130gX10粒X4組,大果凍,大果凍A2F包裝,B86
702AA008,(外)KOALA純果凍-草莓130gX8粒X3組,大果凍,大果凍A2F包裝,B87
702AA009,(外)KOALA零卡果凍-草莓130gX8粒X3組,大果凍,大果凍A2F包裝,B88
702AT006,(外)KOALA純果凍-芒果130gX8粒X3組,大果凍,大果凍A2F包裝,B89
702AW003,(外)KOALA零卡果凍-水蜜桃130gX8粒X3組,大果凍,大果凍A2F包裝,B90
702AX007,(外)KOALA零卡果凍-百香果130gX8粒X3組,大果凍,大果凍A2F包裝,B91
702AZ007,(外)KOALA純果凍-鳳梨130gX8粒X3組,大果凍,大果凍A2F包裝,B92
702BE006,(外)KOALA純果凍-椰子130gX8粒X3組,大果凍,大果凍A2F包裝,B93
702BF006,(外)KOALA純果凍-香蕉130gX8粒X3組,大果凍,大果凍A2F包裝,B94
702BW006,(外)KOALA純果凍-西瓜130gX8粒X3組,大果凍,大果凍A2F包裝,B95
802AU006,(外)水果多果實180gX6粒X4組,大果凍,大果凍A2F包裝,B96
802AY008,(外)葡萄多果實180gX6粒X4組,大果凍,大果凍A2F包裝,B97
802BA006,(外)蜜柑多果實180gX6粒X4組,大果凍,大果凍A2F包裝,B98
802CE002,(外)白桃多果實180gX6粒X4組,大果凍,大果凍A2F包裝,B99
102AU013A,綜合鮮果凍(2025年版)180gX6粒X4組,大果凍,大果凍A1F包裝,B100
127AR001,零卡寒天果凍-荔枝風味240gX6粒X4組,大果凍2,大果凍A1F包裝,B101
127AU002,大果實綜合果凍240gX6粒X4組,大果凍2,大果凍A1F包裝,B102
127AU002A,大果實綜合果凍(2025年版)240gX6粒X4組,大果凍2,大果凍A1F包裝,B103
127AU007,霸果實綜合鮮果凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B104
127AU007A,霸果實綜合鮮果凍(網路貼標版)300gX6粒X4組,大果凍2,大果凍A1F包裝,B105
127AU007B,霸果實綜合鮮果凍(2025年版)300gX6粒X4組,大果凍2,大果凍A1F包裝,B106
127AU012,零卡果凍-芭樂柳橙風味240gX6粒X4組,大果凍2,大果凍A1F包裝,B107
127AU013,SOMA蜜桃菁茶鮮果凍240gX6粒X4組,大果凍2,大果凍A1F包裝,B108
127AU016,SOMA荔枝烏龍鮮果凍240gX6粒X4組,大果凍2,大果凍A1F包裝,B109
127AV001,零卡果凍-熱帶水果風味240gX6粒X4組,大果凍2,大果凍A1F包裝,B110
127AY003,大果實葡萄果凍240gX6粒X4組,大果凍2,大果凍A1F包裝,B111
127AY004A,巨峰葡萄鮮果凍(2025年版)300gX6粒X4組,大果凍2,大果凍A1F包裝,B112
127AY005,零卡寒天果凍-白葡萄風味240gX6粒X4組,大果凍2,大果凍A1F包裝,B113
127AY006,霸果實白葡萄果凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B114
127AY006A,霸果實白葡萄果凍(網路貼標版)300gX6粒X4組,大果凍2,大果凍A1F包裝,B115
127BA002,大果實蜜柑果凍240gX6粒X4組,大果凍2,大果凍A1F包裝,B116
127BA003,霸果實蜜柑鮮果凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B117
127BA003B,霸果實蜜柑鮮果凍(網路貼標版)300gX6粒X4組,大果凍2,大果凍A1F包裝,B118
127BA006,帝王蜜柑鮮果凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B119
127BA006A,帝王蜜柑鮮果凍(2025年版)300gX6粒X4組,大果凍2,大果凍A1F包裝,B120
127BA010,寒天雙層凍(蜜柑+優格)240gX6粒X4組,大果凍2,大果凍A1F包裝,B121
127BA011,原之果實蜜柑鮮果凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B122
127CE001,大果實白桃果凍240gX6粒X4組,大果凍2,大果凍A1F包裝,B123
127CE002,霸果實白桃鮮果凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B124
127CE002B,霸果實白桃鮮果凍(網路貼標版)300gX6粒X4組,大果凍2,大果凍A1F包裝,B125
127CE005,完熟白桃鮮果凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B126
127CE005A,完熟白桃鮮果凍(2025年版)300gX6粒X4組,大果凍2,大果凍A1F包裝,B127
127CE006,甜潤白桃鮮果凍300gX10粒(單盒裝),大果凍2,大果凍A1F包裝,B128
127CE007,原之果實白桃鮮果凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B129
127CG001,春水良品鮮柚茶凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B130
127CQ001,原之果實小番茄鮮果凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B131
927AU014A,(半)霸果實禮盒-帝王蜜柑300g(以粒計),(半)大果凍2,大果凍A1F包裝,B132
927AU014B,(半)霸果實禮盒-完熟白桃300g(以粒計),(半)大果凍2,大果凍A1F包裝,B133
927AU015A,(半)霸果實每日鮮果凍禮盒-霸果實蜜柑300g(以粒計),(半)大果凍2,大果凍A1F包裝,B134
927AU015B,(半)霸果實每日鮮果凍禮盒-霸果實綜合300g(以粒計),(半)大果凍2,大果凍A1F包裝,B135
927AU015C,(半)霸果實每日鮮果凍禮盒-霸果實白葡萄300g(以粒計),(半)大果凍2,大果凍A1F包裝,B136
128AR001,貴妃荔枝珍珠凍飲275gX12杯,凍飲75mm,大果凍A1F包裝,B137
828AC001,(外)蘆薈凍飲-蜂蜜檸檬285gX12杯,凍飲75mm,大果凍A1F包裝,B138
828CG001,(外)蘆薈凍飲-葡萄柚285gX12杯,凍飲75mm,大果凍A1F包裝,B139
827AU007,(外)霸果實綜合鮮果凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B140
827AY002,(外)大果實葡萄果凍240gX6粒X4組,大果凍2,大果凍A1F包裝,B141
827BA001,(外)大果實蜜柑果凍240gX6粒X4組,大果凍2,大果凍A1F包裝,B142
827BA003,(外)霸果實蜜柑鮮果凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B143
827CE002A,(外)霸果實白桃鮮果凍300gX6粒X4組,大果凍2,大果凍A1F包裝,B144
926AA001,(半)DR.Q草莓蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B145
926AA002,(半)DR.Q草莓蒟蒻(大陸簡體版)19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B146
926AA004,(半)DR.Q果汁果凍-草莓(韓文)60g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B147
926AA005,(半)史努比草莓蒟蒻19g/小包(174mm),(半)DR.Q蒟蒻袋裝,DRQ生產,B148
926AP001,(半)DR.Q茶蒟蒻-多多綠茶19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B149
926AP001A,(半)DR.Q優多綠茶蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B150
926AR001,(半)DR.Q荔枝蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B151
926AR001A,(半)DR.Q荔枝蒟蒻19g/小包(174mm),(半)DR.Q蒟蒻袋裝,DRQ生產,B152
926AR002,(半)DR.Q荔枝蒟蒻(大陸簡體版)19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B153
926AR006,(半)DR.Q果汁果凍-荔枝(韓文)60g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B154
926AR007,(半)OPEN！荔枝蒟蒻19g/小包(174mm),(半)DR.Q蒟蒻袋裝,DRQ生產,B155
926AR008,(半)DR.Q荔枝蒟蒻(哆啦A夢版)19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B156
926AT002,(半)DR.Q芒果蒟蒻(大陸簡體版)19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B157
926AT005,(半)DR.Q果汁果凍-芒果(韓文)60g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B158
926AT006,(半)DR.Q芒果蒟蒻19g/小包(174mm),(半)DR.Q蒟蒻袋裝,DRQ生產,B159
926AU002A,(半)DR.Q台酒蒟蒻果醋晶凍-荔枝19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B160
926AU002B,(半)DR.Q台酒蒟蒻果醋晶凍-水蜜桃19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B161
926AU005A,(半)DR.Q雙味蒟蒻(大陸Costco版)-葡萄19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B162
926AU009D,(半)DR.Q雙味蒟蒻(大陸Costco版)-荔枝19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B163
926AU030A,(半)DR.Q零卡荔枝蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B164
926AU030B,(半)DR.Q零卡芭樂蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B165
926AU031A,(半)Dr.Q零卡蒟蒻-百香果19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B166
926AU031C,(半)Dr.Q零卡蒟蒻-檸檬愛玉19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B167
926AU034A,(半)Dr.Q零卡草莓蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B168
926AU034B,(半)Dr.Q零卡白桃蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B169
926AW003,(半)DR.Q水蜜桃蒟蒻(簡體版)19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B170
926AW006,(半)DR.Q水蜜桃蒟蒻19g/小包(174mm),(半)DR.Q蒟蒻袋裝,DRQ生產,B171
926AX001,(半)DR.Q百香果蒟蒻(簡體版)19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B172
926AX002,(半)DR.Q百香果蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B173
926AX002A,(半)DR.Q百香果蒟蒻19g/小包(174mm),(半)DR.Q蒟蒻袋裝,DRQ生產,B174
926AY001,(半)DR.Q葡萄蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B175
926AY001A,(半)DR.Q葡萄蒟蒻19g/小包(174mm),(半)DR.Q蒟蒻袋裝,DRQ生產,B176
926AY003,(半)DR.Q葡萄蒟蒻(大陸簡體版)19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B177
926AY011,(半)DR.Q白葡萄蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B178
926AY015,(半)HelloKitty葡萄蒟蒻19g/小包(174mm),(半)DR.Q蒟蒻袋裝,DRQ生產,B179
926AY018,(半)DR.Q果汁果凍-葡萄(韓文)60g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B180
926AY019,(半)DR.Q葡萄蒟蒻(哆啦A夢版)19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B181
926BQ002,(半)DR.Q蘋果蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B182
926BV001,(半)DR.Q蜂蜜梅子蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B183
926BX001,(半)DR.Q哈密瓜蒟蒻19g/小包,(半)DR.Q蒟蒻袋裝,DRQ生產,B184
921AR001,(半)中文蒟蒻椰果荔枝27g,(半)27g果凍半成品,果一組生產,B185
921AR003,(半)英文果凍椰果荔枝27g,(半)27g果凍半成品,果一組生產,B186
921AR009,(半)英文果凍椰果荔枝(碎椰肉)27g,(半)27g果凍半成品,果一組生產,B187
921AR014,(半)Meadows迷你果凍-荔枝27g,(半)27g果凍半成品,果一組生產,B188
921AR015,(半)(綠山)果凍椰果-荔枝(碎椰肉),(半)27g果凍半成品,果一組生產,B189
921AT003,(半)高纖蒟蒻椰果芒果27g,(半)27g果凍半成品,果一組生產,B190
921AT005,(半)英文果凍椰果芒果27g,(半)27g果凍半成品,果一組生產,B191
921AT009,(半)英文果凍椰果芒果(碎椰肉)27g,(半)27g果凍半成品,果一組生產,B192
921AT021,(半)Meadows迷你果凍-芒果27g,(半)27g果凍半成品,果一組生產,B193
921AT022,(半)高纖果凍(無蒟蒻版)-芒果27g,(半)27g果凍半成品,果一組生產,B194
921AY002,(半)高纖小椰果葡萄27g,(半)27g果凍半成品,果一組生產,B195
921AY005,(半)(台酒)寒天果醋晶凍-葡萄27g,(半)27g果凍半成品,果一組生產,B196
921AY016,(半)高纖果凍(無蒟蒻版)-葡萄27g,(半)27g果凍半成品,果一組生產,B197
921BK001,(半)(台酒)寒天果醋晶凍-金桔檸檬27g,(半)27g果凍半成品,果一組生產,B198
921BV001,(半)(台酒)寒天果醋晶凍-梅子27g,(半)27g果凍半成品,果一組生產,B199
921CD005,(半)雞蛋布丁(大陸簡體3歲杯膜)27g,(半)27g果凍半成品,果一組生產,B200
921CE002,(半)高纖小椰果白桃27g,(半)27g果凍半成品,果一組生產,B201
921CE006,(半)高纖果凍(無蒟蒻版)-白桃27g,(半)27g果凍半成品,果一組生產,B202
923AA001,(半)(華元)如果蒟蒻椰果果凍-草莓35g,(半)35g果凍半成品,果一組生產,B203
923AR003,(半)(華元)如果蒟蒻椰果果凍-荔枝35g,(半)35g果凍半成品,果一組生產,B204
923AY001,(半)(華元)如果蒟蒻椰果果凍-葡萄35g,(半)35g果凍半成品,果一組生產,B205
923AZ001,(半)(華元)如果蒟蒻椰果果凍-鳳梨35g,(半)35g果凍半成品,果一組生產,B206
923BJ001,(半)(華元)如果蒟蒻椰果果凍-青蘋果35g,(半)35g果凍半成品,果一組生產,B207
916AR001,(半)珍珠吉果荔枝,(半)珍珠吉果半成品,果一組生產,B208
916AT001,(半)珍珠吉果芒果,(半)珍珠吉果半成品,果一組生產,B209
921AU001,(半)蒟蒻椰果-中文綜合27g,(半)27g果凍半成品,果一組生產,B210
921AU003,(半)中文純果凍綜合27g,(半)27g果凍半成品,果一組生產,B211
921AU004,(半)英文果凍椰果綜合27g,(半)27g果凍半成品,果一組生產,B212
921AU017,(半)果凍椰果綜合(碎椰肉)27g,(半)27g果凍半成品,果一組生產,B213
921AU026,(半)哆啦A夢果味果凍-綜合27g,(半)27g果凍半成品,果一組生產,B214
921AU034,(半)蒟蒻椰果綜合(大陸簡體杯膜)27g,(半)27g果凍半成品,果一組生產,B215
921AU036,(半)(綠山)果凍椰果-綜合(碎椰肉),(半)27g果凍半成品,果一組生產,B216
921AU037,(半)零卡果凍-綜合(芒果葡萄荔枝白葡萄4口味)27g,(半)27g果凍半成品,果一組生產,B217
914AU002,(半)NC小優酪綜合35g,(半)優酪半成品,果一組生產,B218
914AU006,(半)中文小優酪綜合(蜜柑草莓藍莓芒果)35g,(半)優酪半成品,果一組生產,B219
914AU015,(半)優酪果園-綜合(大陸簡體3歲)35g,(半)優酪半成品,果一組生產,B220
914AU016,(半)TRIKO小熊優酪果園-綜合(3歲杯膜)35g(蜜柑草莓藍莓芒果),(半)優酪半成品,果一組生產,B221
914AU017,(半)小熊維尼優酪果園-綜合35g(蜜柑草莓藍莓芒果),(半)優酪半成品,果一組生產,B222
914AU018,(半)HelloKitty優酪綜合35g(蜜柑草莓藍莓芒果),(半)優酪半成品,果一組生產,B223
923AU003,(半)(華元)如果蒟蒻椰果果凍-綜合35g,(半)35g果凍半成品,果一組生產,B224
916AU001,"(半)中文珍珠吉果綜合 (蕉,芒,草,葡)",(半)珍珠吉果半成品,果一組生產,B225
916AU012,(半)NC纖維椰果凍-綜合(無添加蒟蒻粉),(半)珍珠吉果半成品,果一組生產,B226
901AU057,(半)TKM HelloKitty果汁果凍-綜合16g(葡萄芒果白桃；投入400kg/桶),(半)小果凍半成品,果一組生產,B227
901AU058,(半)TKM哆啦A夢果汁果凍-綜合16g(葡萄芒果白桃),(半)小果凍半成品,果一組生產,B228
901AU059,(半)TKM HelloKitty果汁果凍-綜合16g(葡萄芒果白桃；投入500kg/桶),(半)小果凍半成品,果一組生產,B229
901AU060,(半)TKM史努比果汁果凍-綜合16g(葡萄芒果白桃；投入500kg/桶),(半)小果凍半成品,果一組生產,B230
901AU061,(半)TKM史努比果汁果凍-綜合16g(葡萄芒果白桃；投入400kg/桶),(半)小果凍半成品,果一組生產,B231
901AU062,(半)TKM哆啦A夢果汁果凍-綜合16g(葡萄芒果白桃；投入400kg/桶),(半)小果凍半成品,果一組生產,B232
114AU012,優酪果園-綜合 1085g X 6桶入,優酪,果一組包裝,B233
114AU030,優酪果園-綜合330g(33gX10杯)X10包,優酪,果一組包裝,B234
121AR009,V蒟蒻椰果-荔枝420gX10包,27g果凍,果一組包裝,B235
121AR015,蒟蒻椰果-荔枝1000gX10包,27g果凍,果一組包裝,B236
121AU015,V蒟蒻椰果-中文綜合420gX10包,27g果凍,果一組包裝,B237
121AU033A,V純果凍-綜合500gX10包,27g果凍,果一組包裝,B238
121AU040,蒟蒻椰果-綜合1000gX10包,27g果凍,果一組包裝,B239
121AU042A,零卡果凍-綜合(2023年版)720gX10包,27g果凍,果一組包裝,B240
121AU045,哆啦A夢果味果凍-綜合420gX10包,27g果凍,果一組包裝,B241
121AU047,哆啦A夢果味果凍-綜合1000gX6包,27g果凍,果一組包裝,B242
121AU052,V純果凍-綜合250gX10包,27g果凍,果一組包裝,B243
121AY010,(盛香珍版)纖維果凍-葡萄原汁720gX10包,27g果凍,果一組包裝,B244
414AU001,優酪果園-綜合 6kg (35g/杯),優酪,果一組包裝,B245
421AR001,V蒟蒻椰果-荔枝 6kg/箱(十斤裝),27g果凍,果一組包裝,B246
421AU001,V蒟蒻椰果-中文綜合 6kg/箱(十斤裝),27g果凍,果一組包裝,B247
421AU002,V純果凍-綜合 6kg/箱(十斤裝),27g果凍,果一組包裝,B248
421AU004A,零卡果凍-綜合6kg/箱(十斤裝;芒果葡萄荔枝白葡萄),27g果凍,果一組包裝,B249
421AU009,純果凍-綜合2.5kg/箱,27g果凍,果一組包裝,B250
721AR004,(外)Fun Club果凍椰果-荔枝 280g X 30包入,27g果凍,果一組包裝,B251
721AR005,(外)Fun Club果凍椰果-荔枝 1320g X 6桶入,27g果凍,果一組包裝,B252
721AR006,(外)(皇后牌)荔枝椰果1200gX6桶入,27g果凍,果一組包裝,B253
721AR007,(外)(皇后牌)荔枝椰果280g X 30包入,27g果凍,果一組包裝,B254
721AR011,(外)Meadows荔枝味迷你果凍950gX6桶,27g果凍,果一組包裝,B255
721AR013,(綠山)荔枝椰果果凍1000gX6入圓桶,27g果凍,果一組包裝,B256
721AR014,(外)Fun Club果凍椰果-荔枝3kgX4包,27g果凍,果一組包裝,B257
721AT005,(外)Fun Club果凍椰果-芒果1220gX6桶,27g果凍,果一組包裝,B258
721AT008,(外)Fun Club果凍椰果-芒果1320gX6桶,27g果凍,果一組包裝,B259
721AT021,(外)Meadows芒果味迷你果凍950gX6桶,27g果凍,果一組包裝,B260
721AU003,(外)Fun Club果凍椰果-綜合1220gX6桶,27g果凍,果一組包裝,B261
721AU005,(外)Fun Club果凍椰果-綜合 280g X 30包入,27g果凍,果一組包裝,B262
721AU006,(外)Fun Club果凍椰果-綜合 1320g X 6桶入,27g果凍,果一組包裝,B263
721AU030,(綠山)綜合椰果果凍1000gX6入圓桶,27g果凍,果一組包裝,B264
721CDUS006,(TKM)布丁犬-布丁果凍(USA版)(大陸版)306gX20包,27g果凍,果一組包裝,B265
721CDUS007,(TKM)布丁犬-布丁果凍(USA版)(簡體杯膜)306gX20包,27g果凍,果一組包裝,B266
721CDUS008,(TKM)布丁犬-布丁果凍(USA版)306gX10包,27g果凍,果一組包裝,B267
723AA001,(華元)如果蒟蒻椰果果凍-草莓6kg/箱,35g果凍,果一組包裝,B268
723AR001,(華元)如果蒟蒻椰果果凍-荔枝6kg/箱,35g果凍,果一組包裝,B269
723AR003,(華元)如果蒟蒻椰果果凍-荔枝330gX20包,35g果凍,果一組包裝,B270
723AU002,(華元)如果蒟蒻椰果果凍-綜合500gX10包,35g果凍,果一組包裝,B271
723AY001,(華元)如果蒟蒻椰果果凍-葡萄6kg/箱,35g果凍,果一組包裝,B272
723AZ001,(華元)如果蒟蒻椰果果凍-鳳梨6kg/箱,35g果凍,果一組包裝,B273
723BJ001,(華元)如果蒟蒻椰果果凍-青蘋果6kg/箱,35g果凍,果一組包裝,B274
801AR037,(外)果凍椰果-荔枝 1500g X 6桶入,小果凍,果一組包裝,B275
801AR038,(外)果凍椰果-荔枝 280g X 30包入,小果凍,果一組包裝,B276
801AR046,(外)果凍椰果-荔枝(法文標籤)280gX30包,小果凍,果一組包裝,B277
801AU101,(外)果凍椰果-綜合 1500g X 6桶入,小果凍,果一組包裝,B278
801AU102,(外)果凍椰果-綜合 280g X 30包入,小果凍,果一組包裝,B279
801AU114,(外)果凍椰果-綜合(法文標籤)280gX30包,小果凍,果一組包裝,B280
814AU005,(外)NC優酪果園-綜合 1260g X 6入企鵝桶,優酪,果一組包裝,B281
814AU006,(外)優酪果園-綜合 1260g X 6入企鵝桶,優酪,果一組包裝,B282
814AU033,(外)優酪果園-綜合 1085g X 6桶入,優酪,果一組包裝,B283
814AU067,(外)NC優酪果園-綜合(美國COSTCO)1575gX6桶(四角桶),優酪,果一組包裝,B284
814AU074,(外)優酪果園-綜合330g(33gX10杯)X10包,優酪,果一組包裝,B285
814AU075,(外)NC優酪果園-綜合330g(33gX10杯)X30包,優酪,果一組包裝,B286
814AU077,(外)優酪果園-綜合(麥德好版)1085gX6桶,優酪,果一組包裝,B287
814AU079,(外)優酪果園-綜合(大陸繁體外袋+簡體杯膜)330gX10包,優酪,果一組包裝,B288
816AR002,(外)珍珠吉果-荔枝 1320g X 6入八角桶,珍珠吉果,果一組包裝,B289
816AR007,(外)NC珍珠吉果-荔枝 1320g X 6桶入(條碼4),珍珠吉果,果一組包裝,B290
816AR010,(外)珍珠吉果-荔枝 280g X 30包入,珍珠吉果,果一組包裝,B291
816AT009,(外)NC珍珠吉果-芒果 1320g X 6桶入(條碼4),珍珠吉果,果一組包裝,B292
816AU007,(外)珍珠吉果-綜合 1320g X 6入八角桶,珍珠吉果,果一組包裝,B293
816AU022,(外)NC珍珠吉果-綜合 280g X 30包入,珍珠吉果,果一組包裝,B294
816AU023,(外)NC珍珠吉果-綜合 1320g X 6桶入(條碼4),珍珠吉果,果一組包裝,B295
816AU030,"(外)NC纖維椰果凍-綜合(澳洲Costco,Summer版)1490gX6四角桶",珍珠吉果,果一組包裝,B296
821AR001,(外)V蒟蒻椰果-荔枝6kg/箱,27g果凍,果一組包裝,B297
821AR002,(外)V蒟蒻椰果-荔枝400gX10包,27g果凍,果一組包裝,B298
821AR014,(外)蒟蒻椰果-荔枝1000gX10包,27g果凍,果一組包裝,B299
821AR015,(外)蒟蒻椰果-荔枝420gX10包,27g果凍,果一組包裝,B300
821AR017,(外)蒟蒻椰果-荔枝(香港版)400gX10包,27g果凍,果一組包裝,B301
821AR018,(外)蒟蒻椰果-荔枝(3歲簡體杯膜)400gX10包,27g果凍,果一組包裝,B302
821ARCA002,(外)果凍椰果-荔枝(柴先生版)1500gX6桶,27g果凍,果一組包裝,B303
821AT003,(外)TRIKO高纖蒟蒻果凍-芒果316gX10包,27g果凍,果一組包裝,B304
821AT009,(外)TRIKO高纖蒟蒻果凍-芒果6kg/箱(替代箱),27g果凍,果一組包裝,B305
821AT009A,(外)TRIKO高纖果凍(無蒟蒻版)-芒果6kg/箱(替代箱),27g果凍,果一組包裝,B306
821AT010,(外)V果凍椰果-芒果(柴先生版)1500gX6桶,27g果凍,果一組包裝,B307
821AT024,(外)果凍椰果-芒果(法文版)280gX30包,27g果凍,果一組包裝,B308
821AU002,(外)V蒟蒻椰果-綜合6kg/箱,27g果凍,果一組包裝,B309
821AU003,(外)V蒟蒻椰果-綜合400gX10包,27g果凍,果一組包裝,B310
821AU012,(外)V蒟蒻椰果-綜合1500gX6桶,27g果凍,果一組包裝,B311
821AU013,(外)蒟蒻椰果-綜合420gX10包,27g果凍,果一組包裝,B312
821AU035,(外)蒟蒻椰果-綜合1000gX10包,27g果凍,果一組包裝,B313
821AU036,(外)零卡果凍-綜合720gX10包,27g果凍,果一組包裝,B314
821AU043,(外)哆啦A夢果味果凍-綜合420gX10包,27g果凍,果一組包裝,B315
