品號,品名,中類名稱,貨品規格,庫位
809AU042,(外)每日堅果125gX10包,乾果&堅果綜合,瓜子堅果小包裝,C238
113AN017,蒜片小魚干花生40gX10包X12組,走遍天下,瓜子堅果小包裝,C239
113AN018,(走吧堅果)蒜片小魚乾花生210gX12盒,走遍天下,瓜子堅果小包裝,C240
113AN018A,(走吧堅果)蒜片小魚乾花生隨手包30gX100包,走遍天下,瓜子堅果小包裝,C241
309AU013,(納智捷)脆果集1.5kgX2包,走遍天下,瓜子堅果小包裝,C242
309AU014,(源心)活力堅果25gX200包,走遍天下,瓜子堅果小包裝,C243
317AU001A,(捐血中心)自然果園(葡萄乾+蔓越莓)16.3gX200小包,糖果零嘴,瓜子堅果小包裝,C244
909AN004A,(半)杏仁果(新版;17.4g/小包;用於120g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C245
909AN005,(半)腰果(17.4g/小包;用於120g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C246
909AN006,(半)腰果(17.1g/小包;用於100g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C247
909AN007,(半)杏仁果(17.1g/小包;用於100g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C248
909AN043A,(半)椒麻花生(16.1g/小包;用於80g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C249
909AU019A,(半)真好禮五福臨門堅果瓜子禮盒-黑瓜子(2012年版)100g/包,(半)乾果半成品,瓜子堅果小包裝,C250
909AU019B,(半)真好禮五福臨門堅果瓜子禮盒-南瓜子(2012年版)90g/包,(半)乾果半成品,瓜子堅果小包裝,C251
909AU019C,(半)真好禮五福臨門堅果瓜子禮盒-開心果(2012年版)100g/包,(半)乾果半成品,瓜子堅果小包裝,C252
909AU019D,(半)真好禮五福臨門堅果瓜子禮盒-香瓜子(2012年版)80g/包,(半)乾果半成品,瓜子堅果小包裝,C253
909AU019E,(半)真好禮五福臨門堅果瓜子禮盒-小魚干花生(2012年版)65g/包,(半)乾果半成品,瓜子堅果小包裝,C254
909AU027A,(半)禮讚堅果禮盒-杏仁果90g/包,(半)乾果半成品,瓜子堅果小包裝,C255
909AU027B,(半)禮讚堅果禮盒-腰果90g/包,(半)乾果半成品,瓜子堅果小包裝,C256
909AU027C,(半)禮讚堅果禮盒-開心果90g/包,(半)乾果半成品,瓜子堅果小包裝,C257
909AU027D,(半)禮讚堅果禮盒-杏仁小魚65g/包,(半)乾果半成品,瓜子堅果小包裝,C258
909AU027E,(半)禮讚堅果禮盒-南瓜籽仁90g/包,(半)乾果半成品,瓜子堅果小包裝,C259
909AU052A,(半)無調味堅果禮盒-腰果90g/包,(半)乾果半成品,瓜子堅果小包裝,C260
909AU052AA,(半)無調味堅果禮盒-綜合果(2023年版)90g/包,(半)乾果半成品,瓜子堅果小包裝,C261
909AU052B,(半)無調味堅果禮盒-杏仁果90g/包,(半)乾果半成品,瓜子堅果小包裝,C262
909AU053B,(半)迎春納福綜合堅果禮盒-綜合纖果140g/包,(半)乾果半成品,瓜子堅果小包裝,C263
909AU053BA,(半)迎春納福綜合堅果禮盒(2023年版)-綜合果140g/包,(半)乾果半成品,瓜子堅果小包裝,C264
909CU004,(半)KING杏仁小魚(14.3g/小包;用於71g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C265
909LB008A,(半)KING腰果(17.1g/小包;用於85g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C266
909LD006,(半)KING夏威夷纖果(14.7g/小包;用於73g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C267
909LF017AA,(半)活力雙果堅果禮盒(2022)-蒜香雙果85g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C268
909LF017D,(半)活力雙果堅果禮盒-起司雙果85g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C269
909LF017E,(半)活力雙果堅果禮盒-楓糖雙果85g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C270
909LF035A,(半)六合豐悅典藏堅果禮盒-蜜汁腰果70g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C271
909LF035B,(半)六合豐悅典藏堅果禮盒-杏仁果75g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C272
909LF035C,(半)六合豐悅典藏堅果禮盒-楓糖胡桃60g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C273
909LF035D,(半)六合豐悅典藏堅果禮盒-楓糖核桃65g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C274
909LF035E,(半)六合豐悅典藏堅果禮盒-夏威夷豆60g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C275
909LF035F,(半)六合豐悅典藏堅果禮盒-開心果70g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C276
909LF037A,(半)KING綜合果(15.5.g/小包;用於77g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C277
909LF040A,(半)KING頂級堅果禮盒-KING杏仁小魚25g/包(以包計),(半)乾果半成品,瓜子堅果小包裝,C278
909LF040B,(半)KING頂級堅果禮盒-KING無調味綜合堅果25g/包(以包計),(半)乾果半成品,瓜子堅果小包裝,C279
909LF040C,(半)KING頂級堅果禮盒-KING無調味腰果25g/包(以包計),(半)乾果半成品,瓜子堅果小包裝,C280
909LF040D,(半)KING頂級堅果禮盒-KING開心果25g/包(以包計),(半)乾果半成品,瓜子堅果小包裝,C281
909LF040E,(半)KING頂級堅果禮盒-KING夏威夷纖果25g/包(以包計),(半)乾果半成品,瓜子堅果小包裝,C282
909LF040F,(半)KING頂級堅果禮盒-KING無調味夏威夷豆25g/包(以包計),(半)乾果半成品,瓜子堅果小包裝,C283
909LF046,(半)KING無調味綜合堅果(14.7g/小包;用於73g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C284
909PE002,(半)蔥蒜花生(17.1g/小包;用於100g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C285
909PF001,(半)薄鹽花生(16.8g/小包;用於100g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C286
911AN008,(半)鹽烤南瓜籽仁(17.4g/小包;用於135g包裝;kg計),(半)南瓜子半成品,瓜子堅果小包裝,C287
911AN012,(半)南瓜籽仁(19.3g/小包;用於115g包裝;kg計),(半)南瓜子半成品,瓜子堅果小包裝,C288
912AN006,(半)開心果(17.1g/小包;用於100g包裝;以kg計),(半)開心果半成品,瓜子堅果小包裝,C289
912AN008A,(半)開心果(新版;17.4g/小包;用於120g包裝;kg計),(半)開心果半成品,瓜子堅果小包裝,C290
913AU020A,(半)花開富貴禮盒-每日養生堅果130g/包(以包計),(半)走遍天下半成品,瓜子堅果小包裝,C291
913AU020B,(半)花開富貴禮盒-杏仁小魚120g/包(以包計),(半)走遍天下半成品,瓜子堅果小包裝,C292
913DA002,(半)鹹蛋黃葵瓜子仁(18.4g/小包;用於110g包裝;kg計),(半)走遍天下半成品,瓜子堅果小包裝,C293
917AU002,(半)自然果園-綜合(葡+蔓;16.67g/小包;用於130g包裝;kg計),(半)糖果半成品,瓜子堅果小包裝,C294
109AN038A,無調味腰果230gX24罐,乾果&堅果綜合,瓜子包裝-桶,C295
109AN039,無調味杏仁果280gX24罐,乾果&堅果綜合,瓜子包裝-桶,C296
109AU061A,無調味綜合果(2019年版)210gX24罐,乾果&堅果綜合,瓜子包裝-桶,C297
109AU062A,綜合纖果(2019年版)270gX24罐,乾果&堅果綜合,瓜子包裝-桶,C298
109AU063A,莓好綜合果230gX24罐,乾果&堅果綜合,瓜子包裝-桶,C299
109AU070,吉祥大三元(焦+南+開)950gX6桶,乾果&堅果綜合,瓜子包裝-桶,C300
109AU071,大雙喜(焦+開)670gX6桶,乾果&堅果綜合,瓜子包裝-桶,C301
109CU001,杏仁小魚175gX24罐,乾果&堅果綜合,瓜子包裝-桶,C302
109CU002,KING杏仁小魚罐300gX6罐,乾果&堅果綜合,瓜子包裝-桶,C303
109CU003,KING杏仁小魚罐(量販版)300gX8罐,乾果&堅果綜合,瓜子包裝-桶,C304
109LB007,KING無調味腰果罐350gX6罐,乾果&堅果綜合,瓜子包裝-桶,C305
109LB009,KING無調味腰果罐(量販版)350gX8罐,乾果&堅果綜合,瓜子包裝-桶,C306
109LC001A,無調味榛果230gX24罐,乾果&堅果綜合,瓜子包裝-桶,C307
109LD001,無調味夏威夷豆220gX24罐,乾果&堅果綜合,瓜子包裝-桶,C308
109LD002,KING無調味夏威夷豆罐350gX6罐,乾果&堅果綜合,瓜子包裝-桶,C309
109LD003,KING夏威夷纖果罐350gX6罐,乾果&堅果綜合,瓜子包裝-桶,C310
109LD004,KING無調味夏威夷豆罐(量販版)350gX8罐,乾果&堅果綜合,瓜子包裝-桶,C311
109LD005,KING無調味夏威夷纖果罐(量販版)350gX8罐,乾果&堅果綜合,瓜子包裝-桶,C312
109LF004B,無調味綜合果(2023年版)460gX6桶,乾果&堅果綜合,瓜子包裝-桶,C313
109LF005,綜合纖果580gX6桶,乾果&堅果綜合,瓜子包裝-桶,C314
109LF025,TRIKO無調味綜合果930gX6桶,乾果&堅果綜合,瓜子包裝-桶,C315
109LF026,TRIKO綜合纖果1115gX6桶,乾果&堅果綜合,瓜子包裝-桶,C316
109LF033,NC活力綜合纖果1300gX6桶,乾果&堅果綜合,瓜子包裝-桶,C317
109LF034,NC無調味綜合果1130gX6桶,乾果&堅果綜合,瓜子包裝-桶,C318
109LF036,KING無調味綜合堅果罐320gX6罐,乾果&堅果綜合,瓜子包裝-桶,C319
109LF039,KING無調味綜合堅果罐(量販版)320gX8罐,乾果&堅果綜合,瓜子包裝-桶,C320
109LH004,KING楓糖胡桃罐270gX6罐,乾果&堅果綜合,瓜子包裝-桶,C321
109LH005,KING楓糖胡桃罐(量販版)270gX8罐,乾果&堅果綜合,瓜子包裝-桶,C322
110AK049,甘草瓜子(2024年版)600gX6桶,黑瓜子,瓜子包裝-桶,C323
810AK041,(外)甘草瓜子(2023年版)650gX6桶,黑瓜子,瓜子包裝-桶,C324
111AN032,南瓜子540gX6桶,南瓜子,瓜子包裝-桶,C325
811AN033,(外)南瓜子540gX6桶,南瓜子,瓜子包裝-桶,C326
112AN036A,開心果(2022年版)420gX6桶,開心果,瓜子包裝-桶,C327
112AN041,KING開心果罐300gX6罐,開心果,瓜子包裝-桶,C328
112AN042,KING開心果罐(量販版)300gX8罐,開心果,瓜子包裝-桶,C329
812AN023,(外)開心果(2022年版)420gX6桶,開心果,瓜子包裝-桶,C330
115AN006,豐葵香瓜子-全天然原味450gX6桶,葵瓜子,瓜子包裝-桶,C331
115BS003,豐葵香瓜子-桂圓紅棗風味700gX6桶,葵瓜子,瓜子包裝-桶,C332
115CJ008,豐葵香瓜子-焦糖風味730gX6桶,葵瓜子,瓜子包裝-桶,C333
115CJ009,豐葵香瓜子-焦糖風味700gX6桶,葵瓜子,瓜子包裝-桶,C334
815CJ004,(外)豐葵香瓜子-焦糖風味730gX6桶,葵瓜子,瓜子包裝-桶,C335
909AU067AA,(半)堅果三重奏-莓好綜合果230g/罐,(半)乾果半成品,瓜子包裝-桶,C336
909AU067AB,(半)堅果三重奏-綜合纖果270g/罐,(半)乾果半成品,瓜子包裝-桶,C337
909AU067AC,(半)堅果三重奏-無調味綜合果210g/罐,(半)乾果半成品,瓜子包裝-桶,C338
909AU076A,(半)雙星報喜組-日月潭紅茶香瓜子400g/桶,(半)乾果半成品,瓜子包裝-桶,C339
909AU078A,(半)雙星報喜組-開心果420g/桶,(半)乾果半成品,瓜子包裝-桶,C340
909LF041A,(半)KING無調味綜合堅果罐320g,(半)乾果半成品,瓜子包裝-桶,C341
909LF041B,(半)KING夏威夷纖果罐350g,(半)乾果半成品,瓜子包裝-桶,C342
909LF042A,(半)KING杏仁小魚罐300g,(半)乾果半成品,瓜子包裝-桶,C343
109AU067A,堅果三重奏禮盒(2019年版)710gX6盒,乾果&堅果綜合,瓜子包裝-桶,C344
109AU078,雙星報喜組(開心果+日月潭紅茶瓜子)(2022年版)820g/箱,乾果&堅果綜合,瓜子包裝-桶,C345
108AU029,經典巧克酥三重奏禮桶433gX6桶,巧克酥,三廠手工組包裝,C346
109AU019,真好禮五福臨門堅果瓜子禮盒435gX10盒(2012年版),乾果&堅果綜合,三廠手工組包裝,C347
109AU027A,禮讚堅果禮盒(2021年版)425gX6盒,乾果&堅果綜合,三廠手工組包裝,C348
109AU052A,無調味堅果禮盒(2023年版)270gX6盒,乾果&堅果綜合,三廠手工組包裝,C349
109AU053B,迎春納福綜合堅果禮盒(2023年版)560gX6盒,乾果&堅果綜合,三廠手工組包裝,C350
109LF017A,活力雙果堅果禮盒(2023年版)255gX6盒,乾果&堅果綜合,三廠手工組包裝,C351
109LF035,六合豐悅典藏堅果禮盒400gX6盒,乾果&堅果綜合,三廠手工組包裝,C352
109LF040,KING頂級堅果禮盒600gX6盒,乾果&堅果綜合,三廠手工組包裝,C353
109LF041,盛香珍KING堅果罐組(無調味綜合果+夏威夷纖果)670g/箱,乾果&堅果綜合,三廠手工組包裝,C354
109LF042,盛香珍KING堅果罐組(無調味綜合果+杏仁小魚)620g/箱,乾果&堅果綜合,三廠手工組包裝,C355
113AU020,花開富貴禮盒(2024年版)500gX6盒,走遍天下,三廠手工組包裝,C356
109AM004,蒜味蠶豆酥250gX10包,乾果&堅果綜合,瓜子包裝-袋,C357
109AN016A,腰果120gX10包,乾果&堅果綜合,瓜子包裝-袋,C358
109AN025B,杏仁果(新版)120gX10包,乾果&堅果綜合,瓜子包裝-袋,C359
109AN026,腰果100gX10包,乾果&堅果綜合,瓜子包裝-袋,C360
109AN031,杏仁果100gX10包,乾果&堅果綜合,瓜子包裝-袋,C361
109AN033,無調味腰果150gX10包,乾果&堅果綜合,瓜子包裝-袋,C362
109AN034,無調味腰果95gX10包,乾果&堅果綜合,瓜子包裝-袋,C363
109AN035,無調味夏威夷豆80gX10包,乾果&堅果綜合,瓜子包裝-袋,C364
109AN035B,無調味夏威夷豆50gX10包,乾果&堅果綜合,瓜子包裝-袋,C365
109AN036,無調味核桃仁140gX10包,乾果&堅果綜合,瓜子包裝-袋,C366
109AN037,無調味杏仁果95gX10包,乾果&堅果綜合,瓜子包裝-袋,C367
109AN043A,椒麻花生80gX10包,乾果&堅果綜合,瓜子包裝-袋,C368
109AN044,無調味核桃仁88gX10包,乾果&堅果綜合,瓜子包裝-袋,C369
109AU051,綜合纖果120gX10包,乾果&堅果綜合,瓜子包裝-袋,C370
109AU056,無調味綜合果90gX10包,乾果&堅果綜合,瓜子包裝-袋,C371
109CU004,(量)KING杏仁小魚71gX10包,乾果&堅果綜合,瓜子包裝-袋,C372
109CU005,KING杏仁小魚135gX10包,乾果&堅果綜合,瓜子包裝-袋,C373
109LA005,(魷魚遊戲2)蒜味杏仁果142gX10包,乾果&堅果綜合,瓜子包裝-袋,C374
109LB008,(量)PREMIUM無調味．特大腰果85gX10包,乾果&堅果綜合,瓜子包裝-袋,C375
109LB010,KING蜂蜜腰果140gX10包,乾果&堅果綜合,瓜子包裝-袋,C376
109LD006,(量)KING夏威夷纖果73gX10包,乾果&堅果綜合,瓜子包裝-袋,C377
109LD007,KING夏威夷纖果140gX10包,乾果&堅果綜合,瓜子包裝-袋,C378
109LD008,KING夏威夷豆90gX10包,乾果&堅果綜合,瓜子包裝-袋,C379
109LF002,(堅果谷)莓好綜合果550gX10包,乾果&堅果綜合,瓜子包裝-袋,C380
109LF003,(堅果谷)無調味綜合果550gX10包,乾果&堅果綜合,瓜子包裝-袋,C381
109LF019,無調味綜合果(2022年版)140gX10包,乾果&堅果綜合,瓜子包裝-袋,C382
109LF020,無調味綜合果(2022年版)90gX10包,乾果&堅果綜合,瓜子包裝-袋,C383
109LF037,(量)PREMIUM無調味．特大五堅果77gX10包,乾果&堅果綜合,瓜子包裝-袋,C384
109LF045,KING無調味綜合堅果140gX10包,乾果&堅果綜合,瓜子包裝-袋,C385
109LF046,(量)KING無調味綜合堅果73gX10包,乾果&堅果綜合,瓜子包裝-袋,C386
109PE001,蔥蒜花生100gX10包,乾果&堅果綜合,瓜子包裝-袋,C387
109PE002B,蔥蒜花生(量販版)100gX10包,乾果&堅果綜合,瓜子包裝-袋,C388
109PE003,蔥蒜花生(家樂福版)100gX10包,乾果&堅果綜合,瓜子包裝-袋,C389
109PF002,薄鹽花生100gX10包,乾果&堅果綜合,瓜子包裝-袋,C390
409AU006,無調味綜合果3斤(1.8kg)X6包,乾果&堅果綜合,瓜子包裝-袋,C391
409AU007,綜合纖果3斤(1.8kg)X6包,乾果&堅果綜合,瓜子包裝-袋,C392
809AM007,(外)蒜味蠶豆酥250gX10包,乾果&堅果綜合,瓜子包裝-袋,C393
809AN022,(外)腰果120gX10包,乾果&堅果綜合,瓜子包裝-袋,C394
809AN023,(外)杏仁果120gX10包,乾果&堅果綜合,瓜子包裝-袋,C395
809CU005,(外)KING杏仁小魚135gX10包,乾果&堅果綜合,瓜子包裝-袋,C396
809PE001,(外)蔥蒜花生100gX10包,乾果&堅果綜合,瓜子包裝-袋,C397
809PF002,(外)薄鹽花生100gX10包,乾果&堅果綜合,瓜子包裝-袋,C398
110AK038,(立紙袋)甘草瓜子180gX10包,黑瓜子,瓜子包裝-袋,C399
110AK038Z,(立紙袋)甘草瓜子Z-180gX10包,黑瓜子,瓜子包裝-袋,C400
110AK039,(立紙袋)甘草瓜子180gX6包X6盒,黑瓜子,瓜子包裝-袋,C401
110AK040,香級甘草瓜子410gX10包,黑瓜子,瓜子包裝-袋,C402
110AK043,(軍)(立紙袋)甘草瓜子270gX10包,黑瓜子,瓜子包裝-袋,C403
110AK050,特級甘草瓜子(2025年版)180gX10包,黑瓜子,瓜子包裝-袋,C404
110AL020,(立紙袋)醬油瓜子180gX10包,黑瓜子,瓜子包裝-袋,C405
110AL024,特級醬油瓜子(2025年版)180gX10包,黑瓜子,瓜子包裝-袋,C406
410AK001,甘草瓜子5斤X4包,黑瓜子,瓜子包裝-袋,C407
710AK004,(益果)甘草瓜子200gX20包,黑瓜子,瓜子包裝-袋,C408
710AK005,(萬平)甘草瓜子300gX20包,黑瓜子,瓜子包裝-袋,C409
710AL005,(萬平)醬油瓜子300gX20包,黑瓜子,瓜子包裝-袋,C410
810AK031,(外)(立紙袋)甘草瓜子(糖精版)180gX10包,黑瓜子,瓜子包裝-袋,C411
810AK032,(外)(立紙袋)甘草瓜子(糖精版)180gX20包,黑瓜子,瓜子包裝-袋,C412
810AK032C,(外)(立紙袋)甘草瓜子(蔗糖版)180gX20包,黑瓜子,瓜子包裝-袋,C413
810AK037,(外)(立紙袋)甘草瓜子(糖精版;大陸繁體)180gX20包,黑瓜子,瓜子包裝-袋,C414
810AL027,(外)(立紙袋)醬油瓜子(糖精版)180gX10包,黑瓜子,瓜子包裝-袋,C415
810AL028,(外)(立紙袋)醬油瓜子(糖精版)180gX20包,黑瓜子,瓜子包裝-袋,C416
810AL028C,(外)(立紙袋)醬油瓜子(蔗糖版)180gX20包,黑瓜子,瓜子包裝-袋,C417
810AL030,(外)(立紙袋)醬油瓜子(糖精版;大陸繁體)180gX20包,黑瓜子,瓜子包裝-袋,C418
111AN020,(立紙袋)南瓜子150gX10包,南瓜子,瓜子包裝-袋,C419
111AN020Z,(立紙袋)南瓜子Z-150gX10包,南瓜子,瓜子包裝-袋,C420
111AN022,南瓜子330gX10包,南瓜子,瓜子包裝-袋,C421
111AN026A,鹽烤南瓜籽仁(全聯新條碼版)135gX10包,南瓜子,瓜子包裝-袋,C422
111AN033,南瓜籽仁115gX10包,南瓜子,瓜子包裝-袋,C423
111AN034,特級南瓜子(2025年版)150gX10包,南瓜子,瓜子包裝-袋,C424
111AP017,(立紙袋)綠茶南瓜子130gX10包,南瓜子,瓜子包裝-袋,C425
111AP024,特級綠茶南瓜子(2025年版)130gX10包,南瓜子,瓜子包裝-袋,C426
411AN001,南瓜子(糖精版)5斤X4包,南瓜子,瓜子包裝-袋,C427
711AN003,(益果)南瓜子180gX20包,南瓜子,瓜子包裝-袋,C428
711AP001,(益果)綠茶南瓜子 150g X 20包入,南瓜子,瓜子包裝-袋,C429
811AN018,(外)(立紙袋)南瓜子(糖精版)150gX10包,南瓜子,瓜子包裝-袋,C430
811AN018A,(外)(立紙袋)南瓜子(蔗糖版)150gX10包,南瓜子,瓜子包裝-袋,C431
811AN019,(外)(立紙袋)南瓜子(糖精版)150gX20包,南瓜子,瓜子包裝-袋,C432
811AN019C,(外)(立紙袋)南瓜子(蔗糖素版)150gX20包,南瓜子,瓜子包裝-袋,C433
811AN022,(外)鹽烤南瓜籽仁135gX10包,南瓜子,瓜子包裝-袋,C434
811AN032,(外)(立紙袋)南瓜子(糖精版+大陸繁體版)150gX20包,南瓜子,瓜子包裝-袋,C435
811AP021,(外)(立紙袋)綠茶南瓜子130gX10包,南瓜子,瓜子包裝-袋,C436
811AP022,(外)(立紙袋)綠茶南瓜子(AK糖版)130gX20包,南瓜子,瓜子包裝-袋,C437
811AP022B,(外)(立紙袋)綠茶南瓜子(蔗糖素版)130gX20包,南瓜子,瓜子包裝-袋,C438
811AP026,(外)(立紙袋)綠茶南瓜子(AK糖版+大陸繁體版)130gX20包,南瓜子,瓜子包裝-袋,C439
112AN032,開心果100gX10包,開心果,瓜子包裝-袋,C440
112AN032Z,開心果Z-100gX10包,開心果,瓜子包裝-袋,C441
112AN034,開心果(隨手包)120gX10包,開心果,瓜子包裝-袋,C442
112AN043,KING開心果140gX10包,開心果,瓜子包裝-袋,C443
412AN001,開心果5斤X4包,開心果,瓜子包裝-袋,C444
812AN013,(外)(立紙袋)開心果150gX10包,開心果,瓜子包裝-袋,C445
113AM001,蠶豆酥(泰式草本風味)230gX10包,走遍天下,瓜子包裝-袋,C446
113DA002,鹹蛋黃葵瓜子仁110gX10包,走遍天下,瓜子包裝-袋,C447
709BR020,(PARADISE GREEN)蒜片青豆280gX12包,走遍天下,瓜子包裝-袋,C448
813DA002,(外)鹹蛋黃葵瓜子仁110gX10包,走遍天下,瓜子包裝-袋,C449
115AH012,香瓜子210gX10包,葵瓜子,瓜子包裝-袋,C450
115AH013,(軍)香瓜子250gX20包(新條碼),葵瓜子,瓜子包裝-袋,C451
115AH020,特級香瓜子(2025年版)190gX10包,葵瓜子,瓜子包裝-袋,C452
115AH020Z,特級香瓜子(2025年版)Z 190gX10包,葵瓜子,瓜子包裝-袋,C453
115AN002A,豐葵香瓜子-鹽炒原味165gX20包,葵瓜子,瓜子包裝-袋,C454
115AN005,豐葵香瓜子-全天然原味110gX10包,葵瓜子,瓜子包裝-袋,C455
115AN007,豐葵香瓜子-海鹽220gX10包,葵瓜子,瓜子包裝-袋,C456
115AN008,霸豐葵海鹽香瓜子200gX10包,葵瓜子,瓜子包裝-袋,C457
115AN009,豐葵香瓜子-海鹽150gX10包,葵瓜子,瓜子包裝-袋,C458
115AP001,豐葵香瓜子-台灣烏龍茶220gX10包,葵瓜子,瓜子包裝-袋,C459
115BG002,豐葵香瓜子-日月潭紅茶風味225gX20包,葵瓜子,瓜子包裝-袋,C460
115BS001,豐葵香瓜子-桂圓紅棗風味180gX20包,葵瓜子,瓜子包裝-袋,C461
115BS002,豐葵香瓜子-桂圓紅棗風味150gX10包,葵瓜子,瓜子包裝-袋,C462
115BS004,豐葵香瓜子-桂圓紅棗風味220gX10包,葵瓜子,瓜子包裝-袋,C463
115CF001,(魷魚遊戲2)豐葵香瓜子松露口味160gX10包,葵瓜子,瓜子包裝-袋,C464
115CJ002A,豐葵香瓜子-焦糖風味(價格標)150gX10包,葵瓜子,瓜子包裝-袋,C465
115CJ002Z,豐葵香瓜子-焦糖風味(價格標)Z-150gX10包,葵瓜子,瓜子包裝-袋,C466
115CJ004,豐葵香瓜子-焦糖風味220gX10包,葵瓜子,瓜子包裝-袋,C467
115CJ006,豐葵香瓜子-焦糖風味180gX20包,葵瓜子,瓜子包裝-袋,C468
115CJ011,霸豐葵阿嬤滷味風味香瓜子-200gX10包,葵瓜子,瓜子包裝-袋,C469
115CJ012,霸豐葵香瓜子-焦糖風味110gX10包,葵瓜子,瓜子包裝-袋,C470
415AH001,香瓜子5斤X4包,葵瓜子,瓜子包裝-袋,C471
415AN001,豐葵-海鹽香瓜子5斤X4包,葵瓜子,瓜子包裝-袋,C472
415BG001,豐葵香瓜子-日月潭紅茶風味5斤X4包,葵瓜子,瓜子包裝-袋,C473
415BS001,豐葵香瓜子(桂圓紅棗風味)5斤(3kg)X4包,葵瓜子,瓜子包裝-袋,C474
415CJ002,焦糖香瓜子5斤X4包,葵瓜子,瓜子包裝-袋,C475
815AH009,(外)香瓜子(糖精版)210gX10包,葵瓜子,瓜子包裝-袋,C476
815AH009B,(外)香瓜子(蔗糖素版)210gX10包,葵瓜子,瓜子包裝-袋,C477
815AH010,(外)香瓜子(糖精版)210gX20包,葵瓜子,瓜子包裝-袋,C478
815AH010B,(外)香瓜子(蔗糖素版)210gX20包,葵瓜子,瓜子包裝-袋,C479
815AN001,(外)霸豐葵海鹽香瓜子200gX10包,葵瓜子,瓜子包裝-袋,C480
815AN002,(外)豐葵香瓜子-海鹽150gX10包,葵瓜子,瓜子包裝-袋,C481
815BS001,(外)豐葵香瓜子-桂圓紅棗風味150gX20包,葵瓜子,瓜子包裝-袋,C482
815BS002,(外)豐葵香瓜子-桂圓紅棗風味150gX10包,葵瓜子,瓜子包裝-袋,C483
815CJ001,(外)焦糖味香瓜子(大陸繁體版)150gX20包,葵瓜子,瓜子包裝-袋,C484
815CJ002,(外)豐葵香瓜子-焦糖風味150gX10包,葵瓜子,瓜子包裝-袋,C485
815CJ003,(外)豐葵香瓜子-焦糖風味150gX20包,葵瓜子,瓜子包裝-袋,C486
117AU003,自然果園-綜合(葡萄乾+蔓越莓)130gX10包,糖果零嘴,瓜子包裝-袋,C487
913AU019A,(半)鹹蛋黃葵瓜子仁110g/包(以包計),(半)走遍天下半成品,瓜子包裝-袋,C488
913AU019B,(半)蔥蒜花生100g/包(以包計),(半)走遍天下半成品,瓜子包裝-袋,C489
